dataset,track_id,n_beats,mean_ibi,std_ibi,cv
GTZAN,gtzan_rock_00099,62,0.4876,0.0135,0.0277
Hainsworth,001,94,0.6007,0.0169,0.0281
Hainsworth,002,110,0.5206,0.0198,0.0381
Hainsworth,003,129,0.4805,0.0232,0.0483
Hainsworth,006,127,0.6679,0.3007,0.4502
Hainsworth,007,64,0.9542,0.0794,0.0832
Hainsworth,008,108,0.5765,0.0228,0.0395
Hainsworth,009,132,0.3759,0.0255,0.0679
Hainsworth,010,109,0.5471,0.0264,0.0483
Hainsworth,011,106,0.5632,0.0243,0.0432
Hainsworth,012,91,0.6044,0.1632,0.27
Hainsworth,013,64,0.9346,0.0964,0.1031
Hainsworth,015,71,0.4373,0.0203,0.0465
Hainsworth,016,58,0.4377,0.0184,0.042
Hainsworth,017,98,0.4407,0.0148,0.0335
Hainsworth,018,75,0.4408,0.016,0.0364
Hainsworth,019,64,0.7145,0.0187,0.0262
Hainsworth,020,114,0.5447,0.0216,0.0397
Hainsworth,021,104,0.5767,0.017,0.0294
Hainsworth,022,52,0.9413,0.0338,0.0359
Hainsworth,023,93,0.436,0.0194,0.0446
Hainsworth,024,121,0.479,0.1069,0.2231
Hainsworth,025,75,0.8376,0.0306,0.0365
Hainsworth,035,110,0.584,0.0521,0.0892
Hainsworth,036,85,0.5743,0.0247,0.0431
Hainsworth,037,154,0.4663,0.0188,0.0403
Hainsworth,038,132,0.4653,0.0127,0.0274
Hainsworth,039,129,0.4621,0.0146,0.0315
Hainsworth,040,125,0.4684,0.0172,0.0367
Hainsworth,041,105,0.5715,0.0148,0.0259
Hainsworth,042,131,0.414,0.012,0.0291
Hainsworth,043,127,0.4451,0.0152,0.034
Hainsworth,045,71,0.6372,0.0172,0.027
Hainsworth,046,94,0.6241,0.0209,0.0335
Hainsworth,047,67,0.8955,0.028,0.0313
Hainsworth,048,73,0.6817,0.0227,0.0333
Hainsworth,049,74,0.7238,0.0206,0.0284
Hainsworth,050,87,0.509,0.0148,0.029
Hainsworth,051,106,0.4995,0.0169,0.0339
Hainsworth,052,83,0.5073,0.0189,0.0372
Hainsworth,053,144,0.3799,0.017,0.0448
Hainsworth,054,106,0.4933,0.02,0.0405
Hainsworth,055,228,0.3015,0.0116,0.0383
Hainsworth,056,112,0.5518,0.0144,0.0261
Hainsworth,057,89,0.7036,0.1656,0.2353
Hainsworth,058,74,0.7183,0.0237,0.033
Hainsworth,059,72,0.8725,0.0292,0.0334
Hainsworth,060,105,0.5884,0.017,0.0288
Hainsworth,061,101,0.556,0.0182,0.0328
Hainsworth,062,145,0.4284,0.0266,0.0622
Hainsworth,063,127,0.4876,0.02,0.041
Hainsworth,064,93,0.5134,0.0161,0.0313
Hainsworth,065,98,0.6086,0.0222,0.0365
Hainsworth,066,113,0.4594,0.0123,0.0267
Hainsworth,067,132,0.4539,0.0153,0.0337
Hainsworth,068,99,0.5959,0.0155,0.0261
Hainsworth,069,81,0.7516,0.0228,0.0303
Hainsworth,070,111,0.6184,0.0421,0.0681
Hainsworth,071,111,0.5465,0.0193,0.0353
Hainsworth,072,132,0.4586,0.0138,0.0301
Hainsworth,073,71,0.7763,0.0218,0.028
Hainsworth,074,74,0.6464,0.0209,0.0323
Hainsworth,075,48,0.9895,0.0301,0.0304
Hainsworth,076,77,0.668,0.0279,0.0418
Hainsworth,077,80,0.5656,0.023,0.0406
Hainsworth,078,125,0.3732,0.0161,0.043
Hainsworth,079,129,0.3957,0.0161,0.0406
Hainsworth,080,112,0.4753,0.0183,0.0386
Hainsworth,081,103,0.535,0.0147,0.0275
Hainsworth,082,98,0.562,0.0204,0.0363
Hainsworth,083,112,0.5094,0.0382,0.0749
Hainsworth,084,91,0.6223,0.0259,0.0417
Hainsworth,085,98,0.4594,0.0184,0.04
Hainsworth,086,107,0.4573,0.0422,0.0922
Hainsworth,087,109,0.4281,0.017,0.0398
Hainsworth,088,129,0.405,0.0165,0.0406
Hainsworth,089,112,0.4462,0.0137,0.0306
Hainsworth,090,128,0.3826,0.0159,0.0415
Hainsworth,091,65,0.8315,0.0283,0.034
Hainsworth,092,138,0.3963,0.0146,0.0368
Hainsworth,093,152,0.3997,0.0141,0.0353
Hainsworth,094,70,0.713,0.0274,0.0384
Hainsworth,095,112,0.4069,0.0157,0.0386
Hainsworth,096,119,0.4837,0.0173,0.0358
Hainsworth,097,93,0.6652,0.023,0.0345
Hainsworth,098,133,0.443,0.0168,0.038
Hainsworth,099,117,0.487,0.0152,0.0312
Hainsworth,100,124,0.3972,0.0132,0.0331
Hainsworth,102,165,0.3543,0.0106,0.0298
Hainsworth,103,150,0.3675,0.0167,0.0455
Hainsworth,104,134,0.4515,0.02,0.0443
Hainsworth,106,107,0.496,0.0151,0.0304
Hainsworth,107,126,0.4419,0.0923,0.2088
Hainsworth,108,132,0.4021,0.0143,0.0356
Hainsworth,110,134,0.363,0.0144,0.0396
Hainsworth,111,102,0.5525,0.0275,0.0497
Hainsworth,112,137,0.4186,0.0143,0.0341
Hainsworth,113,107,0.4979,0.0127,0.0254
Hainsworth,114,100,0.5716,0.0192,0.0336
Hainsworth,115,96,0.5138,0.0116,0.0226
Hainsworth,117,131,0.4359,0.0206,0.0472
Hainsworth,118,99,0.4848,0.0199,0.0411
Hainsworth,119,161,0.3352,0.0125,0.0372
Hainsworth,120,97,0.4517,0.0115,0.0254
Hainsworth,121,75,0.8536,0.0498,0.0584
Hainsworth,122,66,0.8322,0.1683,0.2022
Hainsworth,123,75,0.84,0.0572,0.0681
Hainsworth,124,106,0.6486,0.1178,0.1816
Hainsworth,125,67,0.8612,0.1252,0.1454
Hainsworth,126,58,0.997,0.1125,0.1129
Hainsworth,127,63,0.9547,0.1797,0.1882
Hainsworth,128,66,1.0259,0.1117,0.1089
Hainsworth,129,79,0.7164,0.2959,0.4131
Hainsworth,130,53,1.177,0.4022,0.3417
Hainsworth,131,58,0.695,0.0433,0.0623
Hainsworth,132,48,1.0504,0.2604,0.2479
Hainsworth,133,58,0.8238,0.137,0.1663
Hainsworth,134,114,0.4653,0.0162,0.0348
Hainsworth,135,73,0.7565,0.0303,0.0401
Hainsworth,137,89,0.5203,0.2326,0.4472
Hainsworth,138,118,0.3527,0.0876,0.2483
Hainsworth,139,88,0.4026,0.0628,0.1559
Hainsworth,140,45,0.7212,0.121,0.1678
Hainsworth,141,68,0.4514,0.1109,0.2456
Hainsworth,143,60,0.4881,0.0135,0.0277
Hainsworth,144,89,0.4917,0.0166,0.0339
Hainsworth,145,54,0.6138,0.0247,0.0403
Hainsworth,146,90,0.3646,0.0113,0.0311
Hainsworth,147,66,0.6279,0.0195,0.031
Hainsworth,148,114,0.3583,0.0109,0.0305
Hainsworth,149,109,0.3201,0.0117,0.0366
Hainsworth,150,71,0.5867,0.1857,0.3165
Hainsworth,151,93,0.4591,0.0138,0.0301
Hainsworth,152,25,0.5209,0.0204,0.0392
Hainsworth,153,123,0.4479,0.0109,0.0242
Hainsworth,154,120,0.4466,0.0129,0.0289
Hainsworth,155,100,0.4484,0.0137,0.0305
Hainsworth,156,133,0.4288,0.0129,0.03
Hainsworth,157,116,0.4382,0.0128,0.0291
Hainsworth,158,106,0.4288,0.014,0.0326
Hainsworth,159,117,0.5001,0.0137,0.0274
Hainsworth,160,71,0.6567,0.02,0.0305
Hainsworth,161,75,0.635,0.0181,0.0285
Hainsworth,162,83,0.7139,0.0206,0.0289
Hainsworth,163,73,0.6529,0.0172,0.0263
Hainsworth,164,91,0.603,0.0155,0.0256
Hainsworth,165,73,0.689,0.0211,0.0306
Hainsworth,166,107,0.4419,0.0109,0.0247
Hainsworth,167,48,0.924,0.0229,0.0248
Hainsworth,168,73,0.7056,0.0175,0.0248
Hainsworth,169,68,0.6678,0.0144,0.0215
Hainsworth,170,82,0.6522,0.0162,0.0249
Hainsworth,171,74,0.7519,0.0182,0.0242
Hainsworth,172,114,0.4798,0.0127,0.0265
Hainsworth,173,107,0.4839,0.012,0.0248
Hainsworth,174,111,0.4652,0.014,0.0302
Hainsworth,175,102,0.4773,0.0128,0.0268
Hainsworth,176,91,0.5898,0.0159,0.027
Hainsworth,177,111,0.4726,0.0135,0.0285
Hainsworth,178,113,0.481,0.0141,0.0292
Hainsworth,179,125,0.5177,0.0123,0.0237
Hainsworth,180,115,0.4689,0.0129,0.0274
Hainsworth,181,87,0.6742,0.0199,0.0295
Hainsworth,182,93,0.626,0.0195,0.0311
Hainsworth,183,100,0.6196,0.0194,0.0313
Hainsworth,184,90,0.6601,0.0159,0.0242
Hainsworth,185,80,0.6065,0.0155,0.0256
Hainsworth,186,85,0.6007,0.0163,0.0271
Hainsworth,187,101,0.6252,0.0149,0.0238
Hainsworth,188,102,0.5347,0.0185,0.0347
Hainsworth,189,146,0.3329,0.0175,0.0525
Hainsworth,190,164,0.354,0.0183,0.0518
Hainsworth,191,75,0.7553,0.0417,0.0552
Hainsworth,193,99,0.4811,0.0468,0.0972
Hainsworth,194,105,0.4895,0.0196,0.0401
Hainsworth,195,81,0.6951,0.0261,0.0375
Hainsworth,196,121,0.469,0.0219,0.0466
Hainsworth,197,159,0.3297,0.0128,0.0388
Hainsworth,198,107,0.4491,0.0175,0.0389
Hainsworth,200,81,0.58,0.0185,0.0319
Hainsworth,201,78,0.699,0.0339,0.0486
Hainsworth,202,66,0.7698,0.0215,0.0279
Hainsworth,205,96,0.4598,0.0574,0.1247
Hainsworth,206,122,0.4334,0.0301,0.0695
Hainsworth,207,129,0.3338,0.0337,0.101
Hainsworth,208,76,0.5759,0.0244,0.0423
Hainsworth,209,173,0.4128,0.0253,0.0614
Hainsworth,210,141,0.3439,0.0178,0.0518
Hainsworth,211,97,0.5114,0.0183,0.0357
Hainsworth,212,124,0.484,0.0134,0.0276
Hainsworth,213,109,0.5552,0.0177,0.0319
Hainsworth,214,98,0.5552,0.0187,0.0337
Hainsworth,215,91,0.6013,0.0216,0.0359
Hainsworth,216,86,0.6467,0.0198,0.0306
Hainsworth,217,107,0.508,0.0172,0.0338
Hainsworth,218,87,0.7035,0.2044,0.2905
Hainsworth,219,94,0.7709,0.0379,0.0491
Hainsworth,220,48,1.0485,0.1033,0.0985
Hainsworth,221,76,0.7384,0.0449,0.0609
Hainsworth,222,147,0.434,0.015,0.0345
Hainsworth,223,137,0.4653,0.0127,0.0272
Hainsworth,224,94,0.6,0.0176,0.0293
Hainsworth,225,100,0.5483,0.0243,0.0444
Hainsworth,226,87,0.6531,0.026,0.0399
Hainsworth,227,133,0.4531,0.0172,0.038
Hainsworth,228,124,0.5739,0.0172,0.0299
Hainsworth,229,120,0.5089,0.0158,0.031
Hainsworth,230,112,0.5154,0.0285,0.0553
Hainsworth,231,119,0.5315,0.0187,0.0352
Hainsworth,232,119,0.4962,0.0154,0.031
Hainsworth,233,114,0.5389,0.0156,0.0289
Hainsworth,234,105,0.6248,0.0197,0.0315
Hainsworth,235,131,0.4823,0.0126,0.0261
Hainsworth,236,116,0.4993,0.0126,0.0253
Hainsworth,237,92,0.7147,0.0233,0.0326
Hainsworth,238,107,0.5173,0.0137,0.0266
Hainsworth,239,124,0.4688,0.0146,0.0311
Hainsworth,240,61,0.9718,0.0612,0.063
Hainsworth,241,59,0.7995,0.0408,0.0511
Hainsworth,242,114,0.523,0.0334,0.0638
Hainsworth,243,134,0.3987,0.0172,0.0432
Hainsworth,244,61,0.609,0.0231,0.0379
Hainsworth,245,106,0.5665,0.0305,0.0539
